MANDT,VBELN,ERDAT,ERNAM,KUNNR,NETWR,VSBED,FAKSK
SC1,eae6b9a6-3a9e-4de6-88fa-668a0c2c6885,2014-08-14 09:02:29,Margene Hamil,961ee6a8-93b8-4e3b-a73e-580408c6ca60,9369.75,Pickup by Customer,
SC1,6b3a3fbc-bb1a-4f08-929f-62e477c6ef14,2010-04-04 08:09:34,Karri Ptacek,3e689214-7e7f-407a-a685-0fb7f1cb33e5,9881.37,Truck Transport,
SC1,6972dd23-96c8-45ea-84de-8c8bdfde63a6,2018-02-07 01:38:27,Orville Sheilds,49f27ced-4958-4a53-a8b6-94d4b4912e0e,3452.86,Standard Delivery,
SC1,57ed7151-1dc3-4032-9d6a-408b8798404d,2009-10-14 18:58:28,Ceola Harry,3e689214-7e7f-407a-a685-0fb7f1cb33e5,13792.31,Third-Party Logistics (3PL),
SC1,4e588ea0-78e2-4cc6-bc80-ad2d4e5d6c84,2018-11-10 21:57:01,Jamie Mcclellan,e5274af8-7ce9-4492-9af4-b6dc14082a1a,1248.13,International Shipping,
SC1,7ccb0645-5ecb-4de1-a5b6-80bddc5d76df,2014-08-21 09:15:57,Margene Hamil,03bbd7d4-18df-4ded-b406-73db2c76a85e,9287.94,Express Delivery,
SC1,bf83d143-5723-4c5f-b5e9-c878eb215014,2015-01-21 21:02:36,Emilio Sones,4e83f030-e073-4031-bff5-1fbb5acf4887,13781.39,Same-Day Delivery,
SC1,f77137bd-fa45-45f8-aef3-79aba5a76fd5,2018-08-14 16:57:06,Anna Hulings,b2b0f5c9-5cd4-441f-8096-ba9177d70a7e,3343.16,Special Handling,
SC1,51930843-cc87-4e69-b3aa-2237c56315d8,2011-04-04 11:07:25,Dalila Proehl,71810e60-d8d3-49be-a093-258d3d8b254e,13038.7,Hazardous Materials,
SC1,a8c91793-bc90-46b0-97fb-345f48290ca2,2017-10-26 05:48:16,Rona Hennis,f062ff80-c1db-43b8-91da-e63f0b737c4c,7711.12,Third-Party Logistics (3PL),
SC1,4cb566cc-c3e5-4da0-873d-6fd0c10bc4b3,2017-04-04 15:08:33,Irene Llanas,34155035-62f3-49a2-9c3e-4e8290f7de30,2966.09,Courier Service,
SC1,a2c0c360-0de7-4a2e-af79-06a6ab3745f6,2018-10-17 10:32:10,Leontine Sifford,96fd9147-3341-47b5-9c06-c87ac5dbd3ce,12942.79,Standard Pallet,
SC1,ccb81bc1-9c43-4f74-b4c3-c42021abef85,2011-06-01 11:50:36,Irene Llanas,8f1c110f-a97b-43de-af7d-64b47d532e56,14648.44,International Shipping,
SC1,da73a6ea-40b8-4a05-815e-1ab6beba115b,2012-07-22 14:18:17,Francina Bevington,6e2da7da-0e0c-4c0d-85db-edcab365394f,3676.53,Standard Pallet,
SC1,a43f6248-090a-421d-bab9-e43b04da75de,2012-01-29 17:59:27,Alfonso Wernick,22731e71-b626-4711-affa-18d3fc07662a,4251.7,Third-Party Logistics (3PL),
SC1,ad07ad3d-8271-4e52-b03c-3ae7141a4b03,2017-06-28 00:56:31,Suellen Noecker,78a95b93-bb6e-4b4c-baa7-e4bb085babc2,13457.24,Third-Party Logistics (3PL),
SC1,0978a644-0391-4442-8b3d-a126fd8ab41f,2010-11-18 02:34:16,Tyree Decastro,562bb1ef-b089-4dbb-a800-2f3f878d3f59,4506.28,Temperature-Sensitive,
SC1,063ddb98-77eb-4733-8bdd-9de7c2da63aa,2013-12-19 23:52:55,Summer Fusaro,8f1c110f-a97b-43de-af7d-64b47d532e56,8880.35,Pickup by Customer,
SC1,3483ce0c-0afe-4687-90c6-5dace6e33ec4,2009-12-18 03:33:50,Lessie Scheck,df12b4c1-ffd2-4ed3-8209-af5a77681129,2877.11,Same-Day Delivery,
SC1,5feef6fe-eb0c-4c5d-b58c-bcc45e5b24c9,2016-05-03 02:16:54,Lucina Boyers,7b2fb7c6-9138-4632-b29b-3f083d080f47,2765.69,Post Office,
SC1,e11347bb-cecd-4f02-9e8d-40b84d5640af,2010-08-15 22:21:02,Sharyn Laxton,7b2fb7c6-9138-4632-b29b-3f083d080f47,7290.79,Third-Party Logistics (3PL),
SC1,cac8261a-7273-4543-8913-1737f532323e,2016-10-13 21:40:49,Jamie Mcclellan,04bcf728-5279-412e-a4ea-8649004fa151,4073.62,Third-Party Logistics (3PL),
SC1,05be0d7c-f0fb-4e58-9bce-38b4bf28e960,2010-11-13 03:55:17,Leontine Sifford,04bcf728-5279-412e-a4ea-8649004fa151,2317.56,Third-Party Logistics (3PL),
SC1,208a43d2-e29d-40c6-a86d-0fbb831b1599,2017-07-01 15:18:06,Leontine Sifford,49f27ced-4958-4a53-a8b6-94d4b4912e0e,8813.43,Special Handling,
SC1,1810cfef-9f52-4571-9aa7-70513baff5d5,2009-07-18 19:54:49,Emmie Schuldt,562bb1ef-b089-4dbb-a800-2f3f878d3f59,14660.6,Next-Day Delivery,
SC1,a44931db-526b-41a6-9fff-8df9765b07aa,2011-03-29 06:40:14,Irene Llanas,6c7e8b3e-06d1-40a6-a5c1-b307f0eb082b,8886.3,Temperature-Sensitive,
SC1,edeb6f1c-784f-4429-9970-9bd08ae350de,2014-04-02 13:38:25,BATCH_JOB,3e689214-7e7f-407a-a685-0fb7f1cb33e5,13385.37,Express Delivery,
SC1,b092b0f7-d2c8-45fc-9226-46c641e7700a,2016-07-26 13:48:43,Emmie Schuldt,908151ad-b591-41c3-aa58-44d1a1a85459,10875.09,Third-Party Logistics (3PL),
SC1,153399ae-5306-4b0f-9897-aed5203a1098,2011-02-19 15:03:31,Ward Weckerly,286963b4-9587-470a-955e-fd6c3f1e31d3,14097.51,Drop Ship,
SC1,5ff4c42e-6897-4ea8-94b4-da9daf0914d8,2017-08-30 22:21:01,Bradford Amarante,8f1c110f-a97b-43de-af7d-64b47d532e56,7391.02,Express Delivery,
SC1,124d4cfb-1546-4e85-9c2c-8f6c7097d9e8,2014-04-02 02:19:04,Jena Jeans,574ab7fd-d3af-4312-8e41-4dec3999506a,7227.12,Drop Ship,
SC1,0cbd0e10-92cd-4363-94e8-5438d2ad8214,2009-06-07 08:21:24,Emilio Sones,4c7c45ef-1b5c-4c4a-bbb0-f674ede0b83d,8471.09,Standard Delivery,
SC1,5ca9f8cb-87f0-41b8-853e-e52324323950,2011-05-28 23:44:01,Irene Llanas,6599d516-e90d-440d-ae83-11893d940da6,6432.59,Standard Delivery,
SC1,c6c42c05-0011-457d-87d2-434eaf45804d,2015-06-11 02:49:15,Jamie Mcclellan,210ca33a-3cf8-4160-ae33-28bf9ce16db9,1745.62,Hazardous Materials,
SC1,b232b956-9dfe-4bfd-9070-50763002bd51,2016-02-16 00:47:13,Lillian Wheaton,71810e60-d8d3-49be-a093-258d3d8b254e,2986.96,Sea Freight,
SC1,4ec89b34-9f24-4d5e-8301-4bbabc548fea,2019-07-02 14:04:29,Sharyn Laxton,7a548999-182c-4efa-9ace-f4dd1733b2ce,7362.61,Standard Pallet,
SC1,5fc2bd98-e778-4a90-b70d-ed40743024c0,2015-09-04 10:01:03,Felice Cover,879b3581-2aa2-412a-aad1-507058cb69a0,12962.11,Pickup by Customer,
SC1,85e48d9c-9787-4e33-bf69-29b5bbdbde15,2015-05-11 17:26:22,Lang Winkler,8dd0779e-0f06-44bc-b1e7-244194a2ed7a,13558.78,Next-Day Delivery,
SC1,a7c11075-194c-4531-a13e-fd3c2d82d6c1,2010-01-09 06:39:01,BATCH_JOB,ba996f00-757d-4139-a34a-71f5c4a53941,3422.29,Pickup by Customer,
SC1,d237aa40-9704-4212-9064-3477197070b8,2016-02-06 00:33:03,Bradford Amarante,07abd21e-962c-4416-8b48-6726fa14dfc3,12157.37,International Shipping,
SC1,09f82b0d-4360-4b6c-afc2-567d798cbde3,2013-10-06 13:12:56,Dalila Proehl,0b41910f-3a20-4ae8-bcc3-2713fbe195f2,13029.63,Rail Transport,
SC1,06a6ee74-077d-4457-8731-5484a2e12c7b,2012-03-05 12:25:47,Gloria Ashburn,e5e91493-7b9c-4a9c-8a15-a7974f876e9a,5863.38,Standard Delivery,
SC1,c8a74c01-401a-4536-9c8a-703eec06ff2b,2018-10-31 23:13:37,Lavonna Haymon,6776afd3-435a-40a2-ae97-e3c3af239742,3756.35,Drop Ship,
SC1,bb67ecdd-3706-4706-a9c5-ac8f55c735a4,2016-12-19 05:05:06,Lora Rieder,1fd6d23d-12b0-4b1c-ad1a-5476a73004b8,8250.82,Sea Freight,
SC1,eec57dd8-5aea-4cc3-b0a8-78284c2f0c3a,2015-04-10 05:37:32,Irene Llanas,7b2fb7c6-9138-4632-b29b-3f083d080f47,3928.44,Third-Party Logistics (3PL),
SC1,78719921-8ce0-4778-b46d-d43499df437b,2011-08-18 14:40:48,Lawerence Pintor,3e689214-7e7f-407a-a685-0fb7f1cb33e5,11212.18,Temperature-Sensitive,
SC1,aa76872a-62d2-49ce-80be-e2de0537afc2,2014-04-13 18:58:46,Lora Rieder,562bb1ef-b089-4dbb-a800-2f3f878d3f59,14902.39,Rail Transport,
SC1,0775d3f3-d804-4a96-a351-58d6864a9a7a,2016-02-19 00:58:27,Lang Winkler,9c352a23-55e8-4409-b732-06fa3223664d,12751.22,Courier Service,
SC1,8b458362-de63-447b-afb8-1daf840cdc8c,2016-02-28 01:47:28,Bradford Amarante,f3b93d9b-09d0-4386-beba-b7bdba319d2c,1491.44,Airfreight,
SC1,2bbe8bbc-e564-4298-8f7a-0789f56c6a73,2013-07-11 16:21:16,Lang Winkler,8e2dcfda-7ce1-40ed-a086-3d3984e27420,12789.89,Local Delivery,
SC1,c5105cec-a097-49e4-a8d7-6dbae0e9e13a,2019-12-20 13:24:49,Toby Narvaez,34155035-62f3-49a2-9c3e-4e8290f7de30,4983.64,Drop Ship,
SC1,a1231db2-a818-4b5f-8859-7585536644ce,2016-05-29 19:01:42,Lora Rieder,8f1c110f-a97b-43de-af7d-64b47d532e56,5998.44,International Shipping,
SC1,f024e69c-c419-4fed-a580-15cb16985aa0,2016-05-01 12:56:00,Felice Cover,562bb1ef-b089-4dbb-a800-2f3f878d3f59,2520.65,Pickup by Customer,
SC1,cf7bbe7d-bda0-4af3-95dd-44a3997ebceb,2018-04-02 19:11:12,Lillian Wheaton,b2b0f5c9-5cd4-441f-8096-ba9177d70a7e,6618.29,Special Handling,
SC1,be836b96-b46e-4d01-b4ef-14f3dc1b1438,2010-01-15 01:19:07,Melissia Kreidler,c63234a0-5522-49d8-9536-512492515307,14242.52,Same-Day Delivery,
SC1,7b5f76a9-0320-4f4a-abe5-820f24afddce,2012-08-03 06:09:29,Rona Hennis,f062ff80-c1db-43b8-91da-e63f0b737c4c,13792.45,Third-Party Logistics (3PL),
SC1,0364e35e-36a6-4385-ba04-b61fd0b0d666,2018-01-20 10:44:23,Alfonso Wernick,49f27ced-4958-4a53-a8b6-94d4b4912e0e,12707.65,Pickup by Customer,
SC1,84f88f60-b724-45e9-a29a-fb1570add960,2010-08-22 20:21:11,Irene Llanas,3e7f22dc-efbf-48b4-bc34-643d186dbb62,1226.02,Courier Service,
SC1,717ea8d2-443f-4a75-b305-6659ea32ee7d,2010-06-17 19:53:01,Cherryl Vandine,c75b86b8-c7c8-4818-ba8c-158628d93878,2096.68,Sea Freight,
SC1,2253d6f4-38d8-4dac-88a0-7bd767baaa36,2014-06-28 15:50:26,Tyree Decastro,c63234a0-5522-49d8-9536-512492515307,5984.52,Courier Service,
SC1,8226494d-d8cb-43ca-9eca-e0556efd566f,2013-12-27 04:13:40,Ceola Harry,df12b4c1-ffd2-4ed3-8209-af5a77681129,4240.24,Hazardous Materials,
SC1,aa948ec4-4fd2-463f-ac15-30bd59c5fe35,2016-08-07 22:31:33,Anna Hulings,8f1c110f-a97b-43de-af7d-64b47d532e56,2826.08,Hazardous Materials,
SC1,5f1aaf4b-1970-42c8-a2b7-04623a5fc29d,2018-12-05 14:02:03,Alvin Malin,a8f935b7-9ed4-4145-b5ff-e46455a52cfe,2028.32,Post Office,
SC1,1ba72cda-c058-4024-a7e1-5aabbb23d2ce,2016-12-30 19:44:10,Alejandro Atwood,00d277b4-f5fa-4821-95ee-9a6158c52b2c,7269.28,Post Office,BILLINGBLOCK
SC1,9e811b89-ab72-41fc-b19a-09200cf82af0,2015-07-07 17:45:20,Lessie Scheck,96dfc8b2-5a06-4eb6-a1fd-1078620240bb,13785.98,Temperature-Sensitive,
SC1,883eea79-d5f4-4be5-b28b-ffc340622e57,2009-08-09 14:23:34,Tyree Decastro,96dfc8b2-5a06-4eb6-a1fd-1078620240bb,6754.64,Sea Freight,
SC1,6e23c25f-f02c-4e75-9da5-3cc3e38a7f89,2014-05-23 07:50:39,Tyree Decastro,210ca33a-3cf8-4160-ae33-28bf9ce16db9,2911.36,International Shipping,
SC1,324a8aed-eb0d-4eb1-ae0c-e07a338c13c5,2016-06-05 01:31:29,Ceola Harry,8dd0779e-0f06-44bc-b1e7-244194a2ed7a,1359.43,Post Office,
SC1,b822e165-f31f-4a5c-84ae-d9d9a3ef51d5,2011-11-06 09:17:14,Summer Fusaro,41c29662-5c18-476d-812c-68bcb8af151f,9266.61,Third-Party Logistics (3PL),
SC1,ddece0b8-65d7-48dc-aff2-378ede163ac7,2013-08-20 19:16:02,Lessie Scheck,574ab7fd-d3af-4312-8e41-4dec3999506a,12735.23,Local Delivery,
SC1,119a9edc-e3b0-4115-ac85-46e3fb324115,2019-06-24 23:47:39,Alfonso Wernick,908151ad-b591-41c3-aa58-44d1a1a85459,13717.98,Next-Day Delivery,
SC1,6da9de35-6960-4dab-b7b5-2c62e4b62cc8,2010-11-16 08:47:02,Marcela Ye,df12b4c1-ffd2-4ed3-8209-af5a77681129,2716.01,Local Delivery,
SC1,4af494b7-08e7-4984-a851-03ba0e2ac556,2011-09-23 04:54:08,Lucina Boyers,34155035-62f3-49a2-9c3e-4e8290f7de30,13220.7,Courier Service,
SC1,a5ec0fa6-01bf-422b-a2b1-87292642179c,2013-03-14 05:45:03,Jamie Mcclellan,7f1d80f0-f5d5-4e30-9372-cf8b3a36887a,1364.11,Standard Pallet,
SC1,1d4476ff-890f-4d7a-bc6b-2b67e9194f93,2010-10-21 10:46:13,Melissia Kreidler,f5f498e9-7f35-4c30-b042-1fd861163e11,13951.41,Special Handling,
SC1,1e8506fc-6e11-4dd6-b23f-e7f9d03c6185,2011-04-26 11:57:45,Rona Hennis,f5f498e9-7f35-4c30-b042-1fd861163e11,6317.04,Temperature-Sensitive,
SC1,911773db-aa38-4d28-91d3-a737c6435ce8,2017-11-17 18:18:50,Summer Fusaro,286963b4-9587-470a-955e-fd6c3f1e31d3,7891.81,Special Handling,
SC1,ea5c1b76-38b6-4ad0-bf9b-a24b6999684a,2019-10-03 13:31:30,Summer Fusaro,c63234a0-5522-49d8-9536-512492515307,7104.71,Special Handling,
SC1,955fa90e-7e2b-4dda-964d-a71cca7bedaf,2018-12-31 12:03:32,Orville Sheilds,0f1c341e-374b-4d83-9ba5-138b925fc19f,12760.15,Airfreight,
SC1,d3292ca2-27e3-487e-9cf5-f26a77180db7,2018-03-01 02:03:54,Ceola Harry,09c6abe0-1c27-4335-8eb5-81d65159daa0,12215.42,Temperature-Sensitive,
SC1,4614e2d6-c175-4074-babc-00ce79ec8354,2015-11-14 02:21:21,Emmie Schuldt,574ab7fd-d3af-4312-8e41-4dec3999506a,12534.51,Truck Transport,
SC1,08744b4c-60d6-4758-b191-0199073002da,2014-06-29 18:55:10,Alvin Malin,0f1c341e-374b-4d83-9ba5-138b925fc19f,11947.71,Express Delivery,
SC1,2755e0ac-77bc-4730-aef8-ece3a03fcad9,2019-02-01 12:48:52,Summer Fusaro,f3b93d9b-09d0-4386-beba-b7bdba319d2c,4355.68,Same-Day Delivery,
SC1,35ab1c81-8356-4192-9872-de1945f4ca44,2017-01-09 23:38:32,Jamie Mcclellan,562bb1ef-b089-4dbb-a800-2f3f878d3f59,14565.75,International Shipping,
SC1,bdab5530-c4da-43c0-80c8-aae3423409cb,2019-04-27 19:41:55,Toby Narvaez,2b8713f6-822c-46e7-983d-8038730bad96,8399.14,International Shipping,
SC1,dd295d68-c276-4fed-8d0c-14c825287ef9,2012-04-07 17:53:22,Cherryl Vandine,530e51a3-b5bb-4750-a22f-ef1744cdc190,11338.22,Pickup by Customer,
SC1,451a084e-ad0a-47e5-b0ee-84ac17feeb27,2011-03-03 02:04:12,Gloria Ashburn,6d104d28-d8bb-4969-ab32-50532b8b9be3,6296.84,Drop Ship,
SC1,1bd53efa-2aed-45a3-a1ae-5a479acd79ed,2012-01-30 20:00:51,Ward Weckerly,9a7904be-694e-4199-a336-98fc903acb70,7985.66,Next-Day Delivery,
SC1,52fc5530-d9a8-4f79-b8fb-f96bd99221c2,2016-07-06 05:18:02,Tyree Decastro,1fe2747d-51d0-47d4-9b33-e3dae5a73dc2,9177.48,Sea Freight,
SC1,14582698-25d8-4bd8-888a-eabff6773be5,2013-09-13 14:34:50,Lawerence Pintor,04bcf728-5279-412e-a4ea-8649004fa151,14596.16,Next-Day Delivery,
SC1,ad4597b9-390e-4261-80d5-6a5e09e81435,2019-08-07 23:26:38,Suellen Noecker,7d460e34-ed49-4b8b-ac3f-6eb1e16351cc,8012.05,International Shipping,
SC1,7f0f8169-3083-49dd-8817-9e0e2094cb31,2019-01-16 01:00:38,Emmie Schuldt,58539a65-9d4f-45c7-9db4-605ddbcaaf19,6772.87,Local Delivery,
SC1,6d38bb69-719b-47f9-821a-7bceaf42db93,2019-09-11 04:30:56,Margene Hamil,a3fa7f21-4aa0-4213-99ec-9c9ea22c6ff0,12882.29,Post Office,
SC1,2cb9baa5-6879-4d6c-aa81-65d29aec5027,2012-03-31 12:09:38,Emmie Schuldt,210ca33a-3cf8-4160-ae33-28bf9ce16db9,2600.16,Express Delivery,
SC1,738fffb4-6132-422b-80d8-8056a9443322,2018-05-28 16:34:16,Karri Ptacek,9747823f-8944-4520-ae6d-3f06141d9048,3264.83,Same-Day Delivery,
SC1,1540ac02-5c83-4d18-92e4-7ca5ce4d6f4a,2012-10-03 04:57:41,Rona Hennis,a8f935b7-9ed4-4145-b5ff-e46455a52cfe,1873.36,Next-Day Delivery,
SC1,dce102d3-8793-4c38-897e-239e0faeaa89,2016-09-01 20:34:15,Kenia Romine,210ca33a-3cf8-4160-ae33-28bf9ce16db9,8042.38,Local Delivery,
SC1,f3fcda41-ad60-48d9-8daf-04057bcc3102,2013-09-15 11:38:52,Rona Hennis,ba996f00-757d-4139-a34a-71f5c4a53941,11822.08,Airfreight,
SC1,379a1b39-b779-4700-a1ff-669b60a00fe6,2015-03-11 07:13:40,Kristen Eckhoff,6c7e8b3e-06d1-40a6-a5c1-b307f0eb082b,10063.6,Third-Party Logistics (3PL),
SC1,3254be73-5d60-4574-860c-cfa46ae1e79f,2015-12-17 09:21:00,Yanira Gottfried,03bbd7d4-18df-4ded-b406-73db2c76a85e,10823.65,Hazardous Materials,
SC1,3ebfff2a-6f8f-4d73-aeca-8e9fd6b4d091,2011-07-22 05:50:26,Lora Rieder,8f1c110f-a97b-43de-af7d-64b47d532e56,9661.13,International Shipping,
SC1,dff97c28-77c7-4183-8aac-90247e20318a,2014-11-08 21:33:04,Lora Rieder,1fd6d23d-12b0-4b1c-ad1a-5476a73004b8,4992.94,Pickup by Customer,
SC1,8e0e2360-a29b-4a00-bdd1-07755b26068e,2015-03-18 04:31:31,Anna Hulings,12fb56cd-bcac-480f-9068-07b40f700263,3173.5,Standard Delivery,
SC1,12f63ec2-e815-43ef-85e4-3a6a45bc5338,2015-01-15 09:17:05,Jamie Mcclellan,734c3815-308a-4dee-a2d9-cc19791d3696,10916.1,Standard Delivery,
SC1,309f87cf-725e-4a4a-b952-118b80cdb6c7,2013-09-20 00:36:20,Toby Narvaez,2b8713f6-822c-46e7-983d-8038730bad96,11726.1,Same-Day Delivery,BILLINGBLOCK
SC1,eb17a666-e2a3-4553-b6c1-2a34bf3d6eb2,2014-06-20 02:51:45,Ward Weckerly,530e51a3-b5bb-4750-a22f-ef1744cdc190,3940.21,Pickup by Customer,
SC1,be31fd0b-d222-4ce2-b3f2-d0668cdc7f75,2009-08-25 19:58:48,Ward Weckerly,f5f498e9-7f35-4c30-b042-1fd861163e11,6392.32,Local Delivery,
SC1,0ace800f-34a3-47ea-a2af-dcd94434fd9f,2011-02-24 01:09:26,Jena Jeans,04bcf728-5279-412e-a4ea-8649004fa151,5809.4,Sea Freight,
SC1,a5456841-1e37-4a85-9fe8-03ad74761911,2018-09-23 08:36:03,Lillian Wheaton,49f27ced-4958-4a53-a8b6-94d4b4912e0e,8345.12,Courier Service,
SC1,b2347e2c-975a-463b-9b16-e9cef1db413a,2015-08-14 09:45:10,Emilio Sones,c75b86b8-c7c8-4818-ba8c-158628d93878,4190.9,Drop Ship,BILLINGBLOCK
SC1,c6e7a576-46a3-43b7-986c-2862437f085a,2013-06-10 05:36:14,Margene Hamil,9c352a23-55e8-4409-b732-06fa3223664d,889.8,Airfreight,
SC1,f6dffacf-8e97-40da-a1b5-fb3f8a296321,2015-08-19 21:44:24,Jamie Mcclellan,a8f935b7-9ed4-4145-b5ff-e46455a52cfe,6800.29,Special Handling,
SC1,9a2ff3e9-5c67-45d9-ab92-94aa3c90e900,2016-04-20 12:26:09,Ceola Harry,1fe2747d-51d0-47d4-9b33-e3dae5a73dc2,12509.91,Rail Transport,
SC1,c92d0e4c-a3d9-4a30-8127-a7d83710bf21,2017-12-25 23:52:59,Jena Jeans,210ca33a-3cf8-4160-ae33-28bf9ce16db9,14305.5,Special Handling,
SC1,7a9a1d38-53e1-4e3c-b53b-ebec5d024e26,2011-08-21 10:49:01,Emilio Sones,9747823f-8944-4520-ae6d-3f06141d9048,11936.49,International Shipping,
SC1,a1114a56-d747-45b8-a6b8-1bc7e559fadd,2019-07-16 22:43:15,Tasia Snelgrove,96fa87a5-ecf6-4b7a-94bf-67e051b0a7eb,2623.97,Third-Party Logistics (3PL),
SC1,ac09f8f7-864a-47d4-a905-de0aa1b447aa,2019-11-22 08:58:26,Alvin Malin,674228d9-891c-44c0-a551-65eddae14d76,8471.42,Courier Service,
SC1,da5f2655-5565-43f1-9837-e09d797debfb,2016-04-11 00:21:17,Bradford Amarante,8dc79852-b00e-430f-ae89-8014a4405043,5520.15,International Shipping,
SC1,5b3c6728-c52f-4320-9cb3-f48e935aa6cb,2011-12-10 09:01:48,Marcela Ye,8dc79852-b00e-430f-ae89-8014a4405043,13550.59,Local Delivery,
SC1,e7d39791-eb44-4dfd-aab7-44901b25add8,2013-06-20 02:32:52,Francina Bevington,3e7f22dc-efbf-48b4-bc34-643d186dbb62,4572.47,International Shipping,
SC1,8dda9661-bda9-46fa-b8ce-9a7f7051e646,2012-09-08 05:07:06,Lavonna Haymon,58765d85-f02b-4238-90ec-87cb67bc6fb0,9579.33,Express Delivery,
SC1,1d8380ba-57b2-4322-b075-67e9a1061462,2010-12-03 12:07:01,Lavonna Haymon,ba996f00-757d-4139-a34a-71f5c4a53941,8818.23,International Shipping,
SC1,636c9ea6-0f1d-45d3-8091-f1f3d6245fd9,2013-11-18 14:18:28,Ceola Harry,7f1d80f0-f5d5-4e30-9372-cf8b3a36887a,5016.75,Airfreight,
SC1,f184ac4d-4b88-4e70-90cc-ef4856b695c7,2013-07-11 05:05:31,Lessie Scheck,28952b9d-fb6c-428a-b22c-abc9c57b6619,9416.44,Express Delivery,
SC1,acbc6fec-a65c-43f1-9b70-5d8aa722e361,2011-11-20 18:13:02,Melissia Kreidler,6d104d28-d8bb-4969-ab32-50532b8b9be3,2095.17,Pickup by Customer,
SC1,b4e78a18-3a73-4b38-b0f4-91b51b103181,2014-07-24 18:36:09,Alvin Malin,00d277b4-f5fa-4821-95ee-9a6158c52b2c,4687.02,Temperature-Sensitive,
SC1,9f31c007-c9d1-4fb5-9430-bf3a4229f922,2017-12-16 21:14:28,BATCH_JOB,ce8cc962-2844-4ff8-81c3-f96d5c7c4faf,14675.55,Courier Service,
SC1,60e035be-b960-4d46-a80e-6baab8be45ce,2017-08-20 07:21:55,BATCH_JOB,2068b011-aedf-4b5b-92be-6a41e1ccb6fc,12984.17,Next-Day Delivery,
SC1,5186e5ce-bce1-4cd8-a901-4a09e8f31c28,2011-12-12 03:22:42,Ceola Harry,03bbd7d4-18df-4ded-b406-73db2c76a85e,5377.67,Truck Transport,
SC1,33dea4a0-c8bf-4659-b9a2-08cb4397495c,2016-11-25 16:50:55,Toby Narvaez,961ee6a8-93b8-4e3b-a73e-580408c6ca60,14815.77,Special Handling,
SC1,4a33c8c0-3b6e-4450-80ae-e799afb83d73,2016-11-19 23:39:27,Tyree Decastro,1fe2747d-51d0-47d4-9b33-e3dae5a73dc2,4730.05,Post Office,
SC1,53c80cbc-fec9-4e82-9453-358648db2c1e,2015-01-25 12:12:24,Kenia Romine,f062ff80-c1db-43b8-91da-e63f0b737c4c,2597.66,International Shipping,
SC1,19cf6887-4f43-4dd7-9296-f7e178b1be69,2017-08-09 02:56:08,Felice Cover,6e2da7da-0e0c-4c0d-85db-edcab365394f,972.58,Local Delivery,
SC1,3d53599a-796d-4e97-855e-488d8f204317,2013-04-26 23:24:56,Tyree Decastro,7afcca2e-41f2-4ed5-acd1-883e0a0175e0,11872.0,Airfreight,
SC1,7fdd0919-88ad-472e-8d56-17975d1448f2,2018-06-04 15:53:32,Dominica Kirkley,3c3c7c61-a6d8-40ab-9cbf-190e7fcd15e8,13074.01,Local Delivery,
SC1,b864065b-56d3-44ca-a034-9135706f07b6,2018-06-05 21:09:10,Margene Hamil,12fb56cd-bcac-480f-9068-07b40f700263,13459.55,Sea Freight,
SC1,03c59d07-86ee-4ddd-909b-ab1e4e93bfd2,2011-08-31 12:43:50,Jena Jeans,12fb56cd-bcac-480f-9068-07b40f700263,9027.45,Pickup by Customer,
SC1,cf95e49e-fc46-4d53-8d0a-158b658c5939,2013-07-04 22:19:26,Gloria Ashburn,22731e71-b626-4711-affa-18d3fc07662a,12598.44,Next-Day Delivery,
SC1,e86053ea-2187-4c6e-896b-b126bc0170f8,2012-06-22 10:45:34,BATCH_JOB,6c7e8b3e-06d1-40a6-a5c1-b307f0eb082b,2061.22,Airfreight,
SC1,c6dbbe57-6a2f-4ede-b576-f6e8a17db2e9,2018-09-05 18:58:07,Alfonso Wernick,a8f935b7-9ed4-4145-b5ff-e46455a52cfe,3436.29,Standard Pallet,
SC1,a51930b1-b221-40ac-825c-7a86aa5b5508,2014-09-28 07:34:37,Rachel Onorato,93cd473a-3901-4333-89ed-bc5cbc30cfb0,10155.93,Special Handling,
SC1,98bfa2f1-4fb0-425b-ae03-183fdc177ad7,2010-08-24 17:10:53,Marcela Ye,b9194953-90ed-4178-8b3e-21353d33b700,5133.99,Hazardous Materials,
SC1,ffc7342a-61b9-4ec9-853c-41c4c3ca2b53,2018-12-25 18:49:36,Irene Llanas,c043249d-390e-4dc7-b834-c48d1f579b75,1763.12,Sea Freight,
SC1,e971ef99-bd6c-4a3d-a59c-7a70b50235db,2019-10-05 17:51:23,Ward Weckerly,8e2dcfda-7ce1-40ed-a086-3d3984e27420,6168.15,Standard Pallet,
SC1,edeb7c45-adc5-4f21-bf38-aff5adcfe237,2012-07-04 03:49:04,Emmie Schuldt,e5e91493-7b9c-4a9c-8a15-a7974f876e9a,14799.14,International Shipping,
SC1,3d410948-9d78-494c-85fe-9cdf1a1ef81b,2010-09-01 06:06:51,Francina Bevington,96fa87a5-ecf6-4b7a-94bf-67e051b0a7eb,11499.15,Standard Delivery,
SC1,d3b79469-da86-43cf-9409-f19099e28774,2014-08-10 19:41:00,Felice Cover,a3fa7f21-4aa0-4213-99ec-9c9ea22c6ff0,5580.88,Drop Ship,
